2008-10-16	15:01:39.815331	M08	ON	2
2008-10-16	15:01:40.87239	M09	ON	2
2008-10-16	15:01:40.885054	M07	ON	2
2008-10-16	15:01:41.157937	M17	OFF	2
2008-10-16	15:01:41.297898	M16	OFF	2
2008-10-16	15:01:42.17362	M15	OFF	2
2008-10-16	15:01:42.436562	M02	ON	2
2008-10-16	15:01:43.620168	M09	OFF	2
2008-10-16	15:01:44.388903	M08	OFF	2
2008-10-16	15:01:44.388903	M07	OFF	2
2008-10-16	15:01:45.55549	I05	ABSENT	2
2008-10-16	15:01:52.595523	M02	OFF	2
2008-10-16	15:01:54.196237	M02	ON	2
2008-10-16	15:01:55.847102	M02	OFF	2
2008-10-16	15:01:56.17096	M02	ON	2
2008-10-16	15:01:59.676244	M02	OFF	2
2008-10-16	15:02:00.195068	M02	ON	2
2008-10-16	15:02:03.381067	M02	OFF	2
2008-10-16	15:02:03.708994	M02	ON	2
2008-10-16	15:02:06.58409	I05	PRESENT	2
2008-10-16	15:02:07.97768	M02	OFF	2
2008-10-16	15:02:11.655662	M02	ON	2
2008-10-16	15:02:17.231026	M02	OFF	2
2008-10-16	15:02:17.957831	M02	ON	2
2008-10-16	15:02:20.172184	M02	OFF	2
2008-10-16	15:02:26.52326	M02	ON	2
2008-10-16	15:02:28.689793	M06	ON	2
2008-10-16	15:02:28.987739	M07	ON	2
2008-10-16	15:02:30.64358	M09	ON	2
2008-10-16	15:02:30.97609	M08	ON	2
2008-10-16	15:02:31.683653	M06	OFF	2
2008-10-16	15:02:31.934676	M02	OFF	2
2008-10-16	15:02:31.934676	M14	ON	5
2008-10-16	15:02:33.224704	M07	OFF	5
2008-10-16	15:02:33.388702	M08	OFF	5
2008-10-16	15:02:34.695718	M09	OFF	5
2008-10-16	15:02:35.259711	M14	OFF	5
2008-10-16	15:02:35.866785	M14	ON	5
2008-10-16	15:02:36.604725	M13	ON	5
2008-10-16	15:02:36.604725	I09	ABSENT	5
2008-10-16	15:02:38.523474	M14	OFF	5
2008-10-16	15:02:39.207337	M13	OFF	5
2008-10-16	15:02:40.758133	M13	ON	5
2008-10-16	15:02:43.688419	M13	OFF	5
2008-10-16	15:02:45.754162	I09	PRESENT	5
2008-10-16	15:02:46.614075	I08	ABSENT	5
2008-10-16	15:02:48.3798	M13	ON	5
2008-10-16	15:02:49.872246	M13	OFF	5
2008-10-16	15:02:50.551048	M13	ON	5
2008-10-16	15:02:53.47226	M13	OFF	5
