2008-09-11	15:00:07.977668	M10	ON	6
2008-09-11	15:00:08.301532	M11	ON	6
2008-09-11	15:00:10.833676	M07	ON	6
2008-09-11	15:00:10.833676	M11	OFF	6
2008-09-11	15:00:10.833676	M10	OFF	6
2008-09-11	15:00:10.833676	M06	OFF	6
2008-09-11	15:00:10.833676	M08	ON	6
2008-09-11	15:00:11.669495	M09	ON	6
2008-09-11	15:00:14.456918	M15	ON	6
2008-09-11	15:00:14.456918	D07	OPEN	6
2008-09-11	15:00:14.456918	M07	OFF	6
2008-09-11	15:00:14.456918	M16	OFF	6
2008-09-11	15:00:14.456918	M09	OFF	6
2008-09-11	15:00:14.456918	M08	OFF	6
2008-09-11	15:00:14.456918	M17	ON	6
2008-09-11	15:00:17.933786	M15	OFF	6
2008-09-11	15:00:17.933786	M17	OFF	6
2008-09-11	15:00:17.933786	I02	ABSENT	6
2008-09-11	15:00:17.933786	I07	ABSENT	6
2008-09-11	15:00:20.88593	M17	ON	6
2008-09-11	15:00:20.88593	I01	ABSENT	6
2008-09-11	15:00:20.88593	AD1-C	0.0368756	6
2008-09-11	15:00:20.88593	AD1-B	0.0343365	6
2008-09-11	15:00:23.632764	D07	CLOSE	6
2008-09-11	15:00:23.632764	M17	OFF	6
2008-09-11	15:00:26.33529	AD1-C	0.169026	6
2008-09-11	15:00:26.33529	AD1-B	0.12676	6
2008-09-11	15:00:28.500944	M17	ON	6
2008-09-11	15:00:28.740795	D10	OPEN	6
2008-09-11	15:00:29.747	AD1-B	0.0660557	6
2008-09-11	15:00:29.747	AD1-C	0.0853138	6
2008-09-11	15:00:31.437146	D10	CLOSE	6
2008-09-11	15:00:32.35914	AD1-C	0.0367193	6
2008-09-11	15:00:34.470285	M17	OFF	6
2008-09-11	15:00:35.14028	AD1-C	0.0648838	6
2008-09-11	15:00:37.451432	M17	ON	6
2008-09-11	15:00:40.450581	M17	OFF	6
2008-09-11	15:00:52.671673	M17	ON	6
2008-09-11	15:00:53.37558	D09	OPEN	6
2008-09-11	15:00:58.483207	D09	CLOSE	6
2008-09-11	15:01:01.575839	M17	OFF	6
2008-09-11	15:01:13.584439	M17	ON	6
2008-09-11	15:01:15.288279	D09	OPEN	6
2008-09-11	15:01:18.3681	D09	CLOSE	6
2008-09-11	15:01:19.156498	M18	ON	6
2008-09-11	15:01:19.944268	M51	ON	3
2008-09-11	15:01:22.74031	D11	OPEN	3
2008-09-11	15:01:23.495677	M17	OFF	3
2008-09-11	15:01:23.69368	M18	OFF	3
2008-09-11	15:01:25.29275	M18	ON	3
2008-09-11	15:01:25.41752	D11	CLOSE	3
2008-09-11	15:01:26.575169	M17	ON	3
2008-09-11	15:01:27.79851	D11	OPEN	3
2008-09-11	15:01:28.658931	M51	OFF	3
2008-09-11	15:01:29.359969	M18	OFF	3
2008-09-11	15:01:29.61098	M17	OFF	3
2008-09-11	15:01:32.28581	AD1-C	0.0365631	3
2008-09-11	15:01:32.28581	AD1-B	0.0336333	3
2008-09-11	15:01:34.332033	M17	ON	3
2008-09-11	15:01:35.10818	AD1-B	0.160002	3
2008-09-11	15:01:35.10818	AD1-C	0.171839	3
2008-09-11	15:01:37.539199	M17	OFF	3
2008-09-11	15:01:37.539199	M07	ON	3
2008-09-11	15:01:37.539199	M16	ON	3
2008-09-11	15:01:37.539199	M08	ON	3
2008-09-11	15:01:37.539199	M15	ON	3
2008-09-11	15:01:40.562328	M03	ON	3
2008-09-11	15:01:40.562328	M07	OFF	3
2008-09-11	15:01:40.562328	M16	OFF	3
2008-09-11	15:01:40.562328	M15	OFF	3
2008-09-11	15:01:41.124216	M08	OFF	3
2008-09-11	15:01:46.847182	M03	OFF	3
2008-09-11	15:01:49.495532	M03	ON	3
2008-09-11	15:01:49.495532	M06	ON	3
2008-09-11	15:01:52.639711	M09	ON	3
2008-09-11	15:01:52.639711	M03	OFF	3
2008-09-11	15:01:52.639711	M06	OFF	3
2008-09-11	15:01:52.639711	M08	ON	3
2008-09-11	15:01:52.639711	M07	ON	3
2008-09-11	15:01:53.330412	M16	ON	3
2008-09-11	15:01:53.330412	M15	ON	3
2008-09-11	15:01:56.159753	M18	ON	3
2008-09-11	15:01:56.159753	M16	OFF	3
2008-09-11	15:01:56.159753	M09	OFF	3
2008-09-11	15:01:56.159753	M08	OFF	3
2008-09-11	15:01:56.159753	M17	ON	3
2008-09-11	15:01:56.159753	M07	OFF	3
2008-09-11	15:01:59.465468	M51	ON	3
2008-09-11	15:01:59.465468	M17	OFF	3
2008-09-11	15:01:59.465468	M15	OFF	3
2008-09-11	15:01:59.465468	M18	OFF	3
2008-09-11	15:02:04.950996	M18	ON	3
2008-09-11	15:02:04.950996	M17	ON	3
2008-09-11	15:02:07.726483	M17	OFF	3
2008-09-11	15:02:07.726483	M18	OFF	3
2008-09-11	15:02:07.726483	M51	OFF	3
2008-09-11	15:02:10.899398	M18	ON	3
2008-09-11	15:02:13.723696	M17	ON	3
2008-09-11	15:02:13.723696	M51	ON	3
2008-09-11	15:02:16.567495	M17	OFF	3
2008-09-11	15:02:16.75154	D11	CLOSE	3
2008-09-11	15:02:16.93047	M18	OFF	3
2008-09-11	15:02:19.897926	D11	OPEN	7
2008-09-11	15:02:19.897926	M18	ON	7
2008-09-11	15:02:22.719379	M18	OFF	7
2008-09-11	15:02:22.881295	D11	CLOSE	7
2008-09-11	15:02:25.469093	M18	ON	7
2008-09-11	15:02:28.416179	M51	OFF	7
2008-09-11	15:02:28.865957	M17	ON	7
2008-09-11	15:02:31.498273	M17	OFF	7
2008-09-11	15:02:37.449677	M17	ON	7
2008-09-11	15:02:40.471269	M17	ON	7
2008-09-11	15:02:40.616117	M18	OFF	7
2008-09-11	15:02:52.48516	M17	OFF	7
2008-09-11	15:02:52.48516	M15	ON	7
2008-09-11	15:02:52.48516	M16	ON	7
2008-09-11	15:02:55.445288	M14	ON	7
2008-09-11	15:02:55.766101	M16	OFF	7
2008-09-11	15:02:58.518471	M15	OFF	7
2008-09-11	15:02:58.518471	M13	ON	7
2008-09-11	15:03:01.616588	M11	ON	7
2008-09-11	15:03:01.616588	M14	OFF	7
2008-09-11	15:03:01.616588	M12	ON	7
2008-09-11	15:03:02.546426	M13	OFF	7
2008-09-11	15:03:05.13901	M12	OFF	7
2008-09-11	15:03:10.541462	M14	ON	7
