2008-10-14	17:08:00.740573	M07	ON	6
2008-10-14	17:08:02.874561	M08	ON	6
2008-10-14	17:08:03.352529	M09	ON	6
2008-10-14	17:08:04.742458	M07	OFF	6
2008-10-14	17:08:04.962468	M15	ON	6
2008-10-14	17:08:05.212502	M16	ON	6
2008-10-14	17:08:05.816497	M08	OFF	6
2008-10-14	17:08:05.940513	M09	OFF	6
2008-10-14	17:08:06.889476	D07	OPEN	6
2008-10-14	17:08:07.139518	M17	ON	6
2008-10-14	17:08:07.915464	M16	OFF	6
2008-10-14	17:08:08.697675	M15	OFF	6
2008-10-14	17:08:10.88962	I01	ABSENT	6
2008-10-14	17:08:11.635458	M17	OFF	6
2008-10-14	17:08:11.79944	I07	ABSENT	6
2008-10-14	17:08:14.526865	M17	ON	6
2008-10-14	17:08:15.370595	D07	CLOSE	6
2008-10-14	17:08:19.19668	AD1-B	0.196331	6
2008-10-14	17:08:19.19668	AD1-C	0.188519	6
2008-10-14	17:08:21.30695	M17	OFF	6
2008-10-14	17:08:22.14992	AD1-C	0.133635	6
2008-10-14	17:08:22.14992	AD1-B	0.147268	6
2008-10-14	17:08:22.67301	M17	ON	6
2008-10-14	17:08:24.510814	D10	OPEN	6
2008-10-14	17:08:25.11667	AD1-C	0.0358599	6
2008-10-14	17:08:25.11667	AD1-B	0.0370709	6
2008-10-14	17:08:26.27142	D10	CLOSE	6
2008-10-14	17:08:28.698856	M17	OFF	6
2008-10-14	17:08:31.10597	AD1-C	0.0623056	6
2008-10-14	17:08:34.21258	AD1-C	0.0366802	6
2008-10-14	17:08:36.134705	M17	ON	6
2008-10-14	17:08:37.626385	D07	OPEN	1
2008-10-14	17:08:38.220216	M17	OFF	1
2008-10-14	17:08:39.227986	I06	ABSENT	1
2008-10-14	17:08:40.11834	I04	ABSENT	1
2008-10-14	17:08:43.5108	M17	ON	1
2008-10-14	17:08:44.790676	M17	OFF	1
2008-10-14	17:08:51.27263	M17	ON	1
2008-10-14	17:08:53.300714	M17	OFF	1
2008-10-14	17:09:55.676561	M17	ON	1
2008-10-14	17:09:57.186198	M17	OFF	1
2008-10-14	17:10:26.877446	M17	ON	1
2008-10-14	17:10:29.46885	M17	OFF	1
2008-10-14	17:10:32.784228	I04	PRESENT	1
2008-10-14	17:10:38.729	I06	PRESENT	1
2008-10-14	17:10:40.998354	D07	CLOSE	1
2008-10-14	17:10:48.202711	T02	19.5	1
2008-10-14	17:10:48.202711	T01	19	1
2008-10-14	17:10:54.465795	M17	ON	1
2008-10-14	17:10:57.243198	M16	ON	1
2008-10-14	17:10:57.701085	M15	ON	1
2008-10-14	17:10:58.228969	M14	ON	1
