2008-12-08	08:29:14.40472	M02	ON 2 2
2008-12-08	08:29:15.75724	M01	ON 2 2
2008-12-08	08:29:16.107969	M23	ON 2 2
2008-12-08	08:29:16.31164	M23	ON 2 2
2008-12-08	08:29:16.626319	M16	ON 1 1
2008-12-08	08:29:16.967	M15	ON 1 1
2008-12-08	08:29:17.984139	D12	OPEN 2 2
2008-12-08	08:29:18.66032	M03	OFF 2 2
2008-12-08	08:29:18.984549	M01	OFF 2 2
2008-12-08	08:29:19.34587	M17	ON 1 1
2008-12-08	08:29:19.73421	D07	OPEN 1 1
2008-12-08	08:29:19.949889	M23	ON 2 2
2008-12-08	08:29:20.12066	M05	OFF 2 2
2008-12-08	08:29:20.322309	M16	OFF 1 1
2008-12-08	08:29:20.53003	M02	OFF 2 2
2008-12-08	08:29:20.808779	M01	ON 2 2
2008-12-08	08:29:21.13946	I04	ABSENT 1 1
2008-12-08	08:29:21.36786	M15	OFF 1 1
2008-12-08	08:29:21.61239	M02	ON 2 2
2008-12-08	08:29:22.21315	I06	ABSENT 1 1
2008-12-08	08:29:22.620569	M23	OFF 2 2
2008-12-08	08:29:24.24741	M23	ON 2 2
2008-12-08	08:29:24.95983	M17	OFF 1 1
2008-12-08	08:29:25.12115	M17	OFF 1 1
2008-12-08	08:29:26.3004	M01	OFF 2 2
2008-12-08	08:29:26.543319	M02	OFF 2 2
2008-12-08	08:29:27.0564	M23	OFF 2 2
2008-12-08	08:29:45.62573	D12	OPEN 2 2
2008-12-08	08:30:45.273639	M17	ON 1 1
2008-12-08	08:30:46.36032	M17	OFF 1 1
2008-12-08	08:30:54.20453	D12	CLOSE 2 2
2008-12-08	08:30:55.507289	M17	ON 1 1
2008-12-08	08:30:56.236959	M23	ON 2 2
2008-12-08	08:30:56.752629	M01	ON 2 2
2008-12-08	08:30:56.96357	M01	ON 2 2
2008-12-08	08:30:57.49895	M17	OFF 1 1
2008-12-08	08:30:57.715329	M17	OFF 1 1
2008-12-08	08:30:59.126159	M02	ON 2 3
2008-12-08	08:31:00.1454	M23	OFF 2 3
2008-12-08	08:31:00.65682	M01	OFF 2 3
2008-12-08	08:31:01.24496	M03	ON 2 3
2008-12-08	08:31:01.522759	M17	ON 1 1
2008-12-08	08:31:01.84874	M16	ON 1 1
2008-12-08	08:31:02.31988	M15	ON 1 1
2008-12-08	08:31:03.502789	M08	ON 2 3
2008-12-08	08:31:03.71655	M08	ON 2 3
2008-12-08	08:31:04.40473	M09	ON 2 3
2008-12-08	08:31:04.861289	M07	ON 2 3
2008-12-08	08:31:05.897399	M03	OFF 2 3
2008-12-08	08:31:06.115439	M15	OFF 1 1
2008-12-08	08:31:06.39508	M08	OFF 2 3
2008-12-08	08:31:06.606889	M02	OFF 2 3
2008-12-08	08:31:06.892329	M01	ON 2 3
2008-12-08	08:31:07.117549	M06	ON 1 4
2008-12-08	08:31:07.33661	M09	OFF 1 4
2008-12-08	08:31:07.54446	M09	OFF 1 4
2008-12-08	08:31:07.767309	M08	ON 1 4
2008-12-08	08:31:07.989079	M08	ON 1 4
2008-12-08	08:31:08.678179	M01	OFF 2 3
2008-12-08	08:31:08.894259	M07	OFF 1 4
2008-12-08	08:31:09.11192	M07	OFF 1 4
2008-12-08	08:31:09.410069	M07	ON 1 4
2008-12-08	08:31:10.84852	M06	OFF 1 4
2008-12-08	08:31:11.84733	M06	ON 1 4
2008-12-08	08:31:12.083349	M07	OFF 1 4
2008-12-08	08:31:12.87543	M02	ON 2 3
2008-12-08	08:31:13.46002	M06	OFF 1 4
2008-12-08	08:31:16.35903	M09	ON 1 4
2008-12-08	08:31:17.23862	M06	ON 1 4
2008-12-08	08:31:18.564709	M09	OFF 1 4
2008-12-08	08:31:18.779239	M09	OFF 1 4
2008-12-08	08:31:19.4844	M07	ON 1 4
2008-12-08	08:31:19.744299	M08	OFF 1 4
2008-12-08	08:31:19.955149	M08	OFF 1 4
2008-12-08	08:31:21.22564	M04	ON 2 3
2008-12-08	08:31:21.782279	M03	ON 2 3
2008-12-08	08:31:22.695199	M04	ON 2 3
2008-12-08	08:31:23.855779	M04	OFF 2 3
2008-12-08	08:31:24.498199	M10	ON 1 4
2008-12-08	08:31:25.15682	M11	ON 1 4
2008-12-08	08:31:26.750139	M07	OFF 1 4
2008-12-08	08:31:27.00498	M06	OFF 1 4
2008-12-08	08:31:27.62907	M03	OFF 2 3
2008-12-08	08:31:29.67072	M09	ON 1 4
2008-12-08	08:31:29.884999	M09	ON 1 4
2008-12-08	08:31:30.852829	M09	OFF 1 4
2008-12-08	08:31:31.02484	M09	OFF 1 4
2008-12-08	08:31:32.507529	M10	OFF 1 4
2008-12-08	08:31:32.734829	M03	ON 2 3
2008-12-08	08:31:32.978159	M08	ON 1 4
2008-12-08	08:31:33.832479	M11	OFF 1 4
2008-12-08	08:31:35.51949	M09	ON 1 4
2008-12-08	08:31:37.43038	M09	OFF 1 4
2008-12-08	08:31:37.655819	M03	OFF 2 3
2008-12-08	08:31:38.21475	M01	ON 2 3
2008-12-08	08:31:38.429939	M01	ON 2 3
2008-12-08	08:31:40.255739	M01	OFF 2 3
2008-12-08	08:31:40.51547	M03	ON 2 3
2008-12-08	08:31:40.779959	M01	ON 2 3
2008-12-08	08:31:42.86946	M01	OFF 2 3
2008-12-08	08:31:43.85553	M08	OFF 1 4
2008-12-08	08:31:44.07358	M08	OFF 1 4
2008-12-08	08:31:44.971189	M08	ON 1 4
2008-12-08	08:31:45.789829	M08	OFF 1 4
2008-12-08	08:31:48.42119	M11	ON 1 4
2008-12-08	08:31:48.965729	M10	ON 1 4
2008-12-08	08:31:49.73985	M13	ON 1 4
2008-12-08	08:31:50.640019	M06	OFF 2 5
2008-12-08	08:31:51.539259	M14	ON 1 1
2008-12-08	08:31:52.358789	M15	ON 1 1
2008-12-08	08:31:52.649009	M16	ON 1 1
2008-12-08	08:31:52.8663	M06	ON 2 5
2008-12-08	08:31:53.317929	M13	OFF 1 1
2008-12-08	08:31:53.59646	M14	OFF 1 1
2008-12-08	08:31:53.819329	M14	OFF 1 1
2008-12-08	08:31:54.30093	M17	ON 1 1
2008-12-08	08:31:55.04285	M15	OFF 1 1
2008-12-08	08:31:55.716379	M16	OFF 1 1
2008-12-08	08:31:56.392549	M17	OFF 1 1
2008-12-08	08:31:57.261189	M07	OFF 2 5
2008-12-08	08:31:57.48053	M07	OFF 2 5
2008-12-08	08:31:57.719619	M06	OFF 2 5
2008-12-08	08:31:58.766469	M06	ON 2 5
2008-12-08	08:32:06.327749	M06	OFF 2 5
2008-12-08	08:32:18.315599	M07	ON 2 5
2008-12-08	08:32:18.53618	M07	ON 2 5
